Strain,source,data,E_lm,B0_lm,E_ss,B0_ss,B0,E
CT261,meta,,-0.894258754885418,-13.175829267963689,0.7544787545101406,2.02059811788439e-6,-1.5921160283355167,0.7544787545101406
CT262,meta,,-1.1052662074445396,-13.798825657995744,2.2934983481984745,5.712296541606431e-7,-2.5154088458009585,2.2934983481984745
CT263,meta,,-0.8268571619619898,-13.159518148838288,0.8740887532201547,1.8470024507258978e-6,-1.657765668653685,0.8740887532201547
CT265,meta,,-0.7208412525882401,-13.08250555425382,0.7814151024700063,2.072748249901205e-6,-1.5734932875074037,0.7814151024700063
CT266,meta,,-0.6093146035054902,-13.238699373584206,0.8846852403800892,1.3822475880837969e-6,-1.8695975079467149,0.8846852403800892
CT267,meta,,-1.2300721130928585,-13.41855532872505,1.4594713319623938,1.3976155462378272e-6,-1.8615169683492023,1.4594713319623938
CT348,meta,,-0.7923647693771154,-12.920758120918366,0.8124524843777122,2.5382560706192137e-6,-1.4254268428982302,0.8124524843777122
CT405,meta,,0,0,0.5562152010744563,3.3775989947751254e-6,-1.2166391258841835,0.5562152010744563
CT433,meta,,0,0,1.6216705914355662,1.8850716281112431e-6,-1.6428555368103048,1.6216705914355662
CT437,meta,,0,0,0.37643167585084675,1.8241055224358365e-6,-1.666882184281463,0.37643167585084675
CT438,meta,,0,0,1.0419602143030524,1.123673235765013e-6,-2.0209570429098864,1.0419602143030524
CT439,meta,,-0.7185306729802575,-14.01665851295849,1.2411773500605674,7.101254783480455e-7,-2.356344598067726,1.2411773500605674
CT467,meta,,-1.4441737211613652,-13.488394089071658,1.274317204011536,2.0719303230774514e-6,-1.5737817350105405,1.274317204011536
04_RT_03,exp,,-1.1696581138459095,-2.609972814148429,0.603368958003279,0.14832866557429691,0.32009546726330834,0.603368958003279
04_04_02,exp,,-0.543590320016025,-2.502635681795826,1.5353653331726642,0.05579726286332964,-1.224303102817394,1.5353653331726642
04_04_04,exp,,-0.5312716061307662,-2.534422223074586,1.4563617574474426,0.06162524086031302,-1.0673735288226074,1.4563617574474426
10_RT_01,exp,,-1.1785336238535733,-3.406139598900977,1.7430067514151706,0.025128095095162062,-2.484422410627189,1.7430067514151706
10_RT_02,exp,,-1.3590614660594567,-2.944425209510309,2.166833588737293,0.03305298260505357,-2.0514100463417884,2.166833588737293
21_21_02,exp,,-0.5389000018105636,-1.9505032316403237,1.106738947188567,0.13331986687044903,0.15158329574835416,1.106738947188567
21_21_04,exp,,-0.9283671472802035,-1.8620870247232157,1.5184070991303429,0.147600954222235,0.3123266872416335,1.5184070991303429
21_21_06,exp,,-1.1143912337194837,-2.2699718707360343,0.9762360366081342,0.11894720690890861,-0.028605752137428837,0.9762360366081342
40_RT_01,exp,,-0.37317821384637373,-1.5248554597152608,0.4305408095589682,0.21539764367559444,0.9093792026009113,0.4305408095589682
40_RT_03,exp,,-0.7537329512725588,-1.808637760161031,0.7597307109202179,0.17407832702049963,0.5729520615096145,0.7597307109202179
40_RT_04,exp,,-0.7138602668937754,-1.9129706434024638,0.7555984453428157,0.16556525058351942,0.4937502101943564,0.7555984453428157
50_RT_01,exp,,-0.3809091822817529,-1.6272416349318344,0.33158170241819995,0.2137915032773807,0.8975564653727227,0.33158170241819995
50_RT_06,exp,,-0.6251934567125994,-1.9403591623411798,0.9154906148320868,0.17245663989977567,0.5581676374875366,0.9154906148320868
50_RT_04,exp,,-0.6251934567125994,-1.9403591623411798,1.537257980991402,0.07633982602063541,-0.7291412743296593,1.537257980991402
04_04_05,exp,,-0.7408928847682944,-1.5692715096267036,0.8762547773988459,0.20450655657605832,0.8274196339754752,0.8762547773988459
21_21_01,exp,,-0.6884915677519879,-1.7688489518586301,1.196685186351361,0.15088090287677489,0.34704413766140957,1.196685186351361
30_30_04,exp,,0,0,0.8119017564265625,0.19691689250464595,0.7676813410545557,0.8119017564265625
40_RT_05,exp,,-0.3285004461465558,-1.6645556376962232,0.24850759535271974,0.22493819166072995,0.9778394551380529,0.24850759535271974
40_40_03,exp,,-0.3285004461465558,-1.6645556376962232,0.7709440593566688,0.11124219351088416,-0.13439257797523244,0.7709440593566688
40_40_04,exp,,-0.494181081618216,-1.9078749420926657,0.4225972325369028,0.17528380882844768,0.5838530978033695,0.4225972325369028
